A newer version of lightning is available (2.5.5). Would you like to upgrade? [Y/n]: Outputs will be saved to models/mdm_safetensors/mdm-85M-6e18
{'model_name': 'Diff_LLaMA_85M', 'num_of_devices': 1, 'global_batch_size': 256, 'learning_rate': 0.0002, 'micro_batch_size': 8, 'max_step': 22383, 'warmup_steps': 223, 'log_step_interval': 10, 'eval_iters': 400, 'save_step_interval': 5000, 'eval_step_interval': 999999999999, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'decay_lr': True, 'min_lr': 2e-05, 'batch_size': 256, 'gradient_accumulation_steps': 32, 'warmup_iters': 7136, 'max_iters': 716256, 'lr_decay_iters': 716256, 'log_iter_interval': 320}
Creating dataset from 252 files at data/slim_pajama/tokenized with prefix validation for split validation
Loading model with {'org': 'Lightning-AI', 'name': 'Diff_LLaMA_85M', 'block_size': 2048, 'vocab_size': 32000, 'padding_multiple': 64, 'padded_vocab_size': 32000, 'n_layer': 13, 'n_head': 10, 'n_embd': 640, 'rotary_percentage': 1.0, 'parallel_residual': False, 'bias': False, 'n_query_groups': 10, 'shared_attention_norm': False, '_norm_class': 'FusedRMSNorm', 'norm_eps': 1e-05, '_mlp_class': 'LLaMAMLP', 'intermediate_size': 2560, 'condense_ratio': 1}
Time to instantiate model: 0.18 seconds.
Total parameters 126,174,720
Loading checkpoint from models/mdm_safetensors/mdm-85M-6e18/mdm-85M-6e18.safetensors
Validating ...
Val iter 202:	NLL Bound 3.6241,	Exact NLL 3.5497	Diff: 0.0744
Val iter 203:	NLL Bound 3.5691,	Exact NLL 3.4944	Diff: 0.0747
Val iter 204:	NLL Bound 3.3626,	Exact NLL 3.2364	Diff: 0.1263
Val iter 205:	NLL Bound 3.2054,	Exact NLL 3.1023	Diff: 0.1032
Val iter 206:	NLL Bound 3.3433,	Exact NLL 3.2229	Diff: 0.1204
Val iter 207:	NLL Bound 3.4723,	Exact NLL 3.3687	Diff: 0.1036
Val iter 208:	NLL Bound 3.3829,	Exact NLL 3.2559	Diff: 0.1271
Val iter 209:	NLL Bound 3.4598,	Exact NLL 3.3923	Diff: 0.0675
Val iter 210:	NLL Bound 3.9988,	Exact NLL 3.9232	Diff: 0.0757
Val iter 211:	NLL Bound 3.5747,	Exact NLL 3.4245	Diff: 0.1503
Val iter 212:	NLL Bound 3.0282,	Exact NLL 2.9143	Diff: 0.1139
Val iter 213:	NLL Bound 3.4488,	Exact NLL 3.3771	Diff: 0.0716
Val iter 214:	NLL Bound 3.1809,	Exact NLL 3.1129	Diff: 0.0680
Val iter 215:	NLL Bound 3.4180,	Exact NLL 3.3587	Diff: 0.0593
Val iter 216:	NLL Bound 3.6427,	Exact NLL 3.5582	Diff: 0.0845
Val iter 217:	NLL Bound 3.5576,	Exact NLL 3.4319	Diff: 0.1257
Val iter 218:	NLL Bound 3.5911,	Exact NLL 3.5339	Diff: 0.0573
Val iter 219:	NLL Bound 3.3346,	Exact NLL 3.3913	Diff: -0.0567
Val iter 220:	NLL Bound 3.4251,	Exact NLL 3.4002	Diff: 0.0249
Val iter 221:	NLL Bound 2.8414,	Exact NLL 2.7437	Diff: 0.0977
Val iter 222:	NLL Bound 3.5947,	Exact NLL 3.4378	Diff: 0.1569
Val iter 223:	NLL Bound 3.7030,	Exact NLL 3.6480	Diff: 0.0550
Val iter 224:	NLL Bound 3.3537,	Exact NLL 3.3560	Diff: -0.0023
Val iter 225:	NLL Bound 3.4565,	Exact NLL 3.4358	Diff: 0.0207
Val iter 226:	NLL Bound 3.5902,	Exact NLL 3.5334	Diff: 0.0568
Val iter 227:	NLL Bound 3.5703,	Exact NLL 3.5475	Diff: 0.0227
Val iter 228:	NLL Bound 3.3083,	Exact NLL 3.2230	Diff: 0.0852
Val iter 229:	NLL Bound 3.3803,	Exact NLL 3.3335	Diff: 0.0469
Val iter 230:	NLL Bound 3.1359,	Exact NLL 3.0658	Diff: 0.0701
Val iter 231:	NLL Bound 3.3396,	Exact NLL 3.3001	Diff: 0.0395
Val iter 232:	NLL Bound 3.2955,	Exact NLL 3.2980	Diff: -0.0025
Val iter 233:	NLL Bound 3.6643,	Exact NLL 3.6835	Diff: -0.0192
Val iter 234:	NLL Bound 3.4219,	Exact NLL 3.3340	Diff: 0.0879
Val iter 235:	NLL Bound 3.4851,	Exact NLL 3.5015	Diff: -0.0164
Val iter 236:	NLL Bound 3.6573,	Exact NLL 3.6345	Diff: 0.0228
Val iter 237:	NLL Bound 3.7057,	Exact NLL 3.4841	Diff: 0.2216
Val iter 238:	NLL Bound 3.3545,	Exact NLL 3.2861	Diff: 0.0685
Val iter 239:	NLL Bound 2.8080,	Exact NLL 2.7713	Diff: 0.0367
Val iter 240:	NLL Bound 3.3407,	Exact NLL 3.2664	Diff: 0.0743
Val iter 241:	NLL Bound 3.2232,	Exact NLL 3.2112	Diff: 0.0120
Val iter 242:	NLL Bound 3.1918,	Exact NLL 3.2129	Diff: -0.0211
Val iter 243:	NLL Bound 3.0442,	Exact NLL 2.9694	Diff: 0.0748
Val iter 244:	NLL Bound 2.6604,	Exact NLL 2.5343	Diff: 0.1261
Val iter 245:	NLL Bound 3.4612,	Exact NLL 3.4914	Diff: -0.0301
Val iter 246:	NLL Bound 3.4106,	Exact NLL 3.3993	Diff: 0.0113
Val iter 247:	NLL Bound 3.4621,	Exact NLL 3.5191	Diff: -0.0571
Val iter 248:	NLL Bound 3.1972,	Exact NLL 3.2166	Diff: -0.0195
Val iter 249:	NLL Bound 3.3338,	Exact NLL 3.3108	Diff: 0.0231
Val iter 250:	NLL Bound 3.4984,	Exact NLL 3.4611	Diff: 0.0374
Val iter 251:	NLL Bound 3.3938,	Exact NLL 3.3827	Diff: 0.0111
Val iter 252:	NLL Bound 3.5442,	Exact NLL 3.5370	Diff: 0.0072
Val iter 253:	NLL Bound 3.5623,	Exact NLL 3.4231	Diff: 0.1392
Val iter 254:	NLL Bound 3.5424,	Exact NLL 3.3875	Diff: 0.1549
Val iter 255:	NLL Bound 3.5055,	Exact NLL 3.4233	Diff: 0.0822
Val iter 256:	NLL Bound 3.5255,	Exact NLL 3.5016	Diff: 0.0239
Val iter 257:	NLL Bound 3.5076,	Exact NLL 3.4266	Diff: 0.0810
Val iter 258:	NLL Bound 2.9165,	Exact NLL 2.8068	Diff: 0.1097
Val iter 259:	NLL Bound 3.4444,	Exact NLL 3.3622	Diff: 0.0822
Val iter 260:	NLL Bound 3.4488,	Exact NLL 3.3522	Diff: 0.0966
Val iter 261:	NLL Bound 3.5607,	Exact NLL 3.4661	Diff: 0.0946
Val iter 262:	NLL Bound 3.3831,	Exact NLL 3.4035	Diff: -0.0204
Val iter 263:	NLL Bound 3.4675,	Exact NLL 3.4431	Diff: 0.0244
Val iter 264:	NLL Bound 3.4571,	Exact NLL 3.4416	Diff: 0.0155
Val iter 265:	NLL Bound 3.1681,	Exact NLL 3.1755	Diff: -0.0074
Val iter 266:	NLL Bound 3.4905,	Exact NLL 3.4286	Diff: 0.0619
Val iter 267:	NLL Bound 3.5020,	Exact NLL 3.4053	Diff: 0.0967
Val iter 268:	NLL Bound 3.7060,	Exact NLL 3.6256	Diff: 0.0804
Val iter 269:	NLL Bound 3.5379,	Exact NLL 3.5292	Diff: 0.0087
Val iter 270:	NLL Bound 3.7235,	Exact NLL 3.5310	Diff: 0.1925
Val iter 271:	NLL Bound 3.9201,	Exact NLL 3.7701	Diff: 0.1501
Val iter 272:	NLL Bound 3.4456,	Exact NLL 3.4415	Diff: 0.0040
Val iter 273:	NLL Bound 3.4848,	Exact NLL 3.5464	Diff: -0.0616
Val iter 274:	NLL Bound 3.4580,	Exact NLL 3.3939	Diff: 0.0642
Val iter 275:	NLL Bound 3.6874,	Exact NLL 3.5822	Diff: 0.1052
Val iter 276:	NLL Bound 3.2204,	Exact NLL 3.1857	Diff: 0.0347
Val iter 277:	NLL Bound 3.6366,	Exact NLL 3.5344	Diff: 0.1022
Val iter 278:	NLL Bound 3.0491,	Exact NLL 3.0115	Diff: 0.0376
Val iter 279:	NLL Bound 3.3540,	Exact NLL 3.2483	Diff: 0.1058
Val iter 280:	NLL Bound 3.4636,	Exact NLL 3.3665	Diff: 0.0971
Val iter 281:	NLL Bound 3.5558,	Exact NLL 3.4651	Diff: 0.0907
Val iter 282:	NLL Bound 3.6718,	Exact NLL 3.4824	Diff: 0.1894
Val iter 283:	NLL Bound 3.3178,	Exact NLL 3.2862	Diff: 0.0316
Val iter 284:	NLL Bound 3.1434,	Exact NLL 3.0349	Diff: 0.1085
Val iter 285:	NLL Bound 3.0930,	Exact NLL 2.9659	Diff: 0.1270
Val iter 286:	NLL Bound 3.3379,	Exact NLL 3.2048	Diff: 0.1331
Val iter 287:	NLL Bound 2.8740,	Exact NLL 2.7900	Diff: 0.0840
Val iter 288:	NLL Bound 3.0915,	Exact NLL 3.0322	Diff: 0.0593
Val iter 289:	NLL Bound 3.1362,	Exact NLL 2.9770	Diff: 0.1593
Val iter 290:	NLL Bound 2.9746,	Exact NLL 2.9057	Diff: 0.0689
Val iter 291:	NLL Bound 2.9140,	Exact NLL 2.8835	Diff: 0.0305
Val iter 292:	NLL Bound 3.1717,	Exact NLL 3.1543	Diff: 0.0174
Val iter 293:	NLL Bound 3.3137,	Exact NLL 3.2610	Diff: 0.0526
Val iter 294:	NLL Bound 3.0446,	Exact NLL 2.8922	Diff: 0.1524
Val iter 295:	NLL Bound 2.8558,	Exact NLL 2.7744	Diff: 0.0815
Val iter 296:	NLL Bound 3.0809,	Exact NLL 2.9887	Diff: 0.0923
Val iter 297:	NLL Bound 3.2821,	Exact NLL 3.1994	Diff: 0.0827
Val iter 298:	NLL Bound 3.2898,	Exact NLL 3.2554	Diff: 0.0345
Val iter 299:	NLL Bound 3.6647,	Exact NLL 3.6401	Diff: 0.0246
Val iter 300:	NLL Bound 3.2028,	Exact NLL 3.2114	Diff: -0.0086
Val iter 301:	NLL Bound 3.0431,	Exact NLL 3.0011	Diff: 0.0419
Val iter 302:	NLL Bound 3.2807,	Exact NLL 3.1110	Diff: 0.1697
Val iter 303:	NLL Bound 3.1589,	Exact NLL 3.2079	Diff: -0.0491
Val iter 304:	NLL Bound 3.0138,	Exact NLL 2.9845	Diff: 0.0292
Val iter 305:	NLL Bound 3.5386,	Exact NLL 3.3942	Diff: 0.1444
Val iter 306:	NLL Bound 3.6184,	Exact NLL 3.5122	Diff: 0.1062
Val iter 307:	NLL Bound 3.4640,	Exact NLL 3.3771	Diff: 0.0868
Val iter 308:	NLL Bound 3.3032,	Exact NLL 3.2319	Diff: 0.0712
Val iter 309:	NLL Bound 2.0823,	Exact NLL 2.0904	Diff: -0.0081
Val iter 310:	NLL Bound 3.5947,	Exact NLL 3.5991	Diff: -0.0044
Val iter 311:	NLL Bound 3.1649,	Exact NLL 3.0852	Diff: 0.0797
Val iter 312:	NLL Bound 3.7581,	Exact NLL 3.6624	Diff: 0.0957
Val iter 313:	NLL Bound 3.3759,	Exact NLL 3.4116	Diff: -0.0358
Val iter 314:	NLL Bound 3.5861,	Exact NLL 3.4749	Diff: 0.1112
Val iter 315:	NLL Bound 3.5026,	Exact NLL 3.5065	Diff: -0.0039
Val iter 316:	NLL Bound 3.6037,	Exact NLL 3.5913	Diff: 0.0125
Val iter 317:	NLL Bound 3.4819,	Exact NLL 3.3241	Diff: 0.1579
Val iter 318:	NLL Bound 2.8790,	Exact NLL 2.8825	Diff: -0.0035
Val iter 319:	NLL Bound 3.1204,	Exact NLL 3.0714	Diff: 0.0490
Val iter 320:	NLL Bound 3.5842,	Exact NLL 3.3946	Diff: 0.1896
Val iter 321:	NLL Bound 3.5843,	Exact NLL 3.5152	Diff: 0.0691
Val iter 322:	NLL Bound 3.6144,	Exact NLL 3.6167	Diff: -0.0023
Val iter 323:	NLL Bound 3.2769,	Exact NLL 3.2359	Diff: 0.0411
Val iter 324:	NLL Bound 3.4620,	Exact NLL 3.4778	Diff: -0.0158
Val iter 325:	NLL Bound 3.2981,	Exact NLL 3.1977	Diff: 0.1004
Val iter 326:	NLL Bound 3.1378,	Exact NLL 3.1709	Diff: -0.0331
Val iter 327:	NLL Bound 3.4307,	Exact NLL 3.4125	Diff: 0.0181
Val iter 328:	NLL Bound 3.5630,	Exact NLL 3.4763	Diff: 0.0867
Val iter 329:	NLL Bound 3.5327,	Exact NLL 3.4484	Diff: 0.0843
Val iter 330:	NLL Bound 3.4888,	Exact NLL 3.3992	Diff: 0.0896
Val iter 331:	NLL Bound 3.4934,	Exact NLL 3.3620	Diff: 0.1314
Val iter 332:	NLL Bound 3.3691,	Exact NLL 3.2883	Diff: 0.0808
Val iter 333:	NLL Bound 3.4725,	Exact NLL 3.4254	Diff: 0.0471
Val iter 334:	NLL Bound 3.4643,	Exact NLL 3.3426	Diff: 0.1217
Val iter 335:	NLL Bound 3.5196,	Exact NLL 3.4171	Diff: 0.1025
Val iter 336:	NLL Bound 3.3113,	Exact NLL 3.2078	Diff: 0.1035
Val iter 337:	NLL Bound 3.3866,	Exact NLL 3.3015	Diff: 0.0851
Val iter 338:	NLL Bound 3.0072,	Exact NLL 3.0009	Diff: 0.0063
Val iter 339:	NLL Bound 3.5791,	Exact NLL 3.5921	Diff: -0.0131
Val iter 340:	NLL Bound 3.2580,	Exact NLL 3.1114	Diff: 0.1467
Val iter 341:	NLL Bound 3.4748,	Exact NLL 3.4149	Diff: 0.0598
Val iter 342:	NLL Bound 3.4591,	Exact NLL 3.2959	Diff: 0.1632
Val iter 343:	NLL Bound 3.0404,	Exact NLL 2.8073	Diff: 0.2331
Val iter 344:	NLL Bound 3.5589,	Exact NLL 3.5108	Diff: 0.0481
Val iter 345:	NLL Bound 3.5715,	Exact NLL 3.4821	Diff: 0.0895
Val iter 346:	NLL Bound 3.1992,	Exact NLL 3.1519	Diff: 0.0474
Val iter 347:	NLL Bound 2.7635,	Exact NLL 2.8096	Diff: -0.0461
Val iter 348:	NLL Bound 3.5082,	Exact NLL 3.5216	Diff: -0.0134
Val iter 349:	NLL Bound 3.7311,	Exact NLL 3.6929	Diff: 0.0382
Val iter 350:	NLL Bound 3.4588,	Exact NLL 3.4156	Diff: 0.0432
Val iter 351:	NLL Bound 3.4315,	Exact NLL 3.4086	Diff: 0.0230
Val iter 352:	NLL Bound 3.5351,	Exact NLL 3.4619	Diff: 0.0732
Val iter 353:	NLL Bound 3.3690,	Exact NLL 3.3240	Diff: 0.0450
Val iter 354:	NLL Bound 3.3090,	Exact NLL 3.3049	Diff: 0.0041
Val iter 355:	NLL Bound 3.5691,	Exact NLL 3.3899	Diff: 0.1792
Val iter 356:	NLL Bound 3.3241,	Exact NLL 3.2048	Diff: 0.1193
Val iter 357:	NLL Bound 3.1377,	Exact NLL 3.1001	Diff: 0.0376
Val iter 358:	NLL Bound 2.9892,	Exact NLL 2.9038	Diff: 0.0854
Val iter 359:	NLL Bound 2.9923,	Exact NLL 2.7752	Diff: 0.2171
Val iter 360:	NLL Bound 3.3534,	Exact NLL 3.2684	Diff: 0.0850
Val iter 361:	NLL Bound 3.5349,	Exact NLL 3.4260	Diff: 0.1089
Val iter 362:	NLL Bound 3.6956,	Exact NLL 3.6642	Diff: 0.0313
Val iter 363:	NLL Bound 3.2608,	Exact NLL 3.0808	Diff: 0.1799
Val iter 364:	NLL Bound 3.3439,	Exact NLL 3.2866	Diff: 0.0574
Val iter 365:	NLL Bound 3.7680,	Exact NLL 3.6378	Diff: 0.1302
Val iter 366:	NLL Bound 3.4790,	Exact NLL 3.4741	Diff: 0.0050
Val iter 367:	NLL Bound 3.3940,	Exact NLL 3.3111	Diff: 0.0829
Val iter 368:	NLL Bound 3.5424,	Exact NLL 3.3949	Diff: 0.1474
Val iter 369:	NLL Bound 3.6398,	Exact NLL 3.5834	Diff: 0.0565
Val iter 370:	NLL Bound 3.2083,	Exact NLL 2.9808	Diff: 0.2275
Val iter 371:	NLL Bound 2.9161,	Exact NLL 2.8403	Diff: 0.0758
Val iter 372:	NLL Bound 3.6136,	Exact NLL 3.5412	Diff: 0.0724
Val iter 373:	NLL Bound 2.6870,	Exact NLL 2.5014	Diff: 0.1856
Val iter 374:	NLL Bound 3.3328,	Exact NLL 3.2580	Diff: 0.0749
Val iter 375:	NLL Bound 3.2639,	Exact NLL 3.1456	Diff: 0.1183
Val iter 376:	NLL Bound 3.3573,	Exact NLL 3.3702	Diff: -0.0129
Val iter 377:	NLL Bound 3.5938,	Exact NLL 3.5346	Diff: 0.0592
Val iter 378:	NLL Bound 3.5784,	Exact NLL 3.5969	Diff: -0.0184
Val iter 379:	NLL Bound 3.3790,	Exact NLL 3.3266	Diff: 0.0525
Val iter 380:	NLL Bound 3.5610,	Exact NLL 3.4837	Diff: 0.0772
Val iter 381:	NLL Bound 2.8103,	Exact NLL 2.8043	Diff: 0.0060
Val iter 382:	NLL Bound 3.0354,	Exact NLL 2.9725	Diff: 0.0629
Val iter 383:	NLL Bound 2.8076,	Exact NLL 2.8436	Diff: -0.0360
Val iter 384:	NLL Bound 3.5435,	Exact NLL 3.4872	Diff: 0.0563
Val iter 385:	NLL Bound 3.4947,	Exact NLL 3.5024	Diff: -0.0076
Val iter 386:	NLL Bound 3.5967,	Exact NLL 3.5805	Diff: 0.0162
Val iter 387:	NLL Bound 3.0212,	Exact NLL 3.0657	Diff: -0.0445
Val iter 388:	NLL Bound 3.0217,	Exact NLL 3.0704	Diff: -0.0487
Val iter 389:	NLL Bound 3.1530,	Exact NLL 3.0497	Diff: 0.1033
Val iter 390:	NLL Bound 3.7510,	Exact NLL 3.7233	Diff: 0.0277
Val iter 391:	NLL Bound 3.2933,	Exact NLL 3.1431	Diff: 0.1501
Val iter 392:	NLL Bound 3.2874,	Exact NLL 3.2500	Diff: 0.0374
Val iter 393:	NLL Bound 3.5939,	Exact NLL 3.5049	Diff: 0.0890
Val iter 394:	NLL Bound 3.2320,	Exact NLL 3.1635	Diff: 0.0685
Val iter 395:	NLL Bound 2.4508,	Exact NLL 2.2861	Diff: 0.1647
Val iter 396:	NLL Bound 2.1258,	Exact NLL 2.0953	Diff: 0.0305
Val iter 397:	NLL Bound 3.5984,	Exact NLL 3.3970	Diff: 0.2014
Val iter 398:	NLL Bound 3.5454,	Exact NLL 3.5112	Diff: 0.0342
Val iter 399:	NLL Bound 3.3877,	Exact NLL 3.2397	Diff: 0.1479
Validation MC Loss: 3.3818, PPL: 29.42
Validation Top-K Log-Prob: 3.3126, PPL: 0.04
Validation time: 18126.08s
Memory used: 6.37 GB
